"X1","X2","X3"
380511,"default",2012-05-01
380514,"default",2012-05-01
380519,"default",2012-05-01
380526,"default",2012-05-01
380531,"default",2012-05-01
380536,"default",2012-05-01
380541,"default",2012-08-01
380550,"default",2012-08-01
380557,"default",2012-05-01
380566,"default",2012-05-01
380570,"default",2012-05-01
380584,"default",2012-08-01
380587,"default",2012-05-01
380598,"default",2012-05-01
380599,"default",2012-05-01
380615,"default",2012-05-01
380621,"default",2012-05-01
380642,"default",2012-05-01
380646,"default",2012-05-01
380653,"default",2012-05-01
380656,"default",2012-08-01
380657,"default",2012-05-01
380658,"default",2012-04-01
380660,"default",2012-11-01
380661,"default",2012-05-01
380664,"default",2012-12-01
380669,"default",2012-06-01
380698,"default",2012-08-01
380700,"default",2012-06-01
380704,"default",2012-10-01
380705,"default",2012-06-01
380706,"default",2012-06-01
380707,"default",2012-08-01
380710,"default",2012-05-01
380718,"default",2012-06-01
380722,"default",2012-08-01
380723,"default",2012-05-01
380724,"default",2012-05-01
380727,"not default",NA
380729,"default",2012-05-01
380739,"default",2012-06-01
380743,"default",2012-08-01
380745,"default",2012-05-01
380748,"default",2012-08-01
380752,"default",2012-08-01
380759,"default",2012-08-01
380764,"not default",NA
380768,"not default",NA
380775,"not default",NA
380782,"default",2012-05-01
380786,"default",2012-05-01
380787,"default",2012-08-01
380788,"not default",NA
380790,"default",2012-08-01
380792,"default",2012-05-01
380794,"default",2012-06-01
380800,"default",2012-05-01
380804,"default",2012-05-01
380808,"default",2012-05-01
380813,"default",2012-05-01
380814,"default",2012-06-01
380824,"default",2012-06-01
380827,"default",2012-08-01
380830,"default",2012-06-01
380833,"default",2012-08-01
380842,"default",2012-07-01
380846,"default",2012-08-01
380848,"default",2012-08-01
380850,"default",2012-07-01
380853,"default",2012-06-01
380859,"default",2012-07-01
380868,"default",2012-05-01
380869,"default",2012-08-01
380871,"default",2012-05-01
380872,"default",2012-08-01
380873,"default",2012-09-01
380876,"default",2012-05-01
380878,"default",2012-08-01
380880,"default",2012-07-01
380883,"default",2012-08-01
380884,"default",2012-05-01
380885,"default",2012-08-01
380890,"default",2012-08-01
380894,"default",2012-08-01
380895,"default",2012-08-01
380896,"default",2012-08-01
380900,"default",2012-08-01
380902,"default",2012-08-01
380904,"default",2012-05-01
380905,"default",2012-05-01
380911,"not default",NA
380917,"default",2012-08-01
380921,"default",2012-06-01
380922,"default",2012-08-01
380926,"default",2012-08-01
380931,"not default",NA
380936,"default",2012-08-01
380938,"default",2012-05-01
380939,"default",2012-08-01
380940,"default",2012-08-01
380941,"default",2012-05-01
380942,"default",2012-07-01
380943,"default",2012-05-01
380944,"default",2012-05-01
380945,"default",2012-05-01
380946,"default",2012-08-01
380947,"default",2012-08-01
380949,"not default",NA
380952,"default",2012-05-01
380959,"default",2012-08-01
380963,"default",2012-08-01
380969,"default",2012-08-01
380971,"default",2012-08-01
380977,"default",2012-08-01
380981,"not default",NA
380982,"default",2012-08-01
380990,"default",2012-08-01
380991,"not default",NA
380994,"not default",NA
380995,"default",2012-08-01
380997,"default",2012-08-01
381000,"default",2012-08-01
381003,"default",2012-08-01
381011,"default",2012-07-01
381012,"default",2012-08-01
381013,"not default",NA
381014,"default",2012-07-01
381016,"default",2012-06-01
381017,"default",2012-07-01
381022,"default",2012-08-01
381025,"default",2012-05-01
381041,"default",2012-08-01
381043,"default",2012-05-01
381045,"default",2012-05-01
381046,"default",2012-06-01
381048,"default",2012-06-01
381050,"default",2012-05-01
381051,"default",2012-06-01
381052,"default",2012-06-01
381053,"default",2012-08-01
381055,"default",2012-05-01
381060,"default",2012-05-01
381063,"default",2012-08-01
381083,"default",2012-08-01
381087,"default",2012-05-01
381096,"default",2012-05-01
381106,"default",2012-09-01
381115,"default",2013-01-01
381119,"default",2012-08-01
381122,"default",2012-06-01
381123,"default",2012-08-01
381130,"default",2012-08-01
381131,"default",2012-08-01
381138,"default",2012-08-01
381140,"default",2012-08-01
381142,"default",2012-06-01
381144,"default",2012-08-01
381147,"default",2012-08-01
381154,"default",2012-08-01
381166,"default",2012-05-01
381167,"default",2012-05-01
381169,"default",2012-08-01
381171,"default",2012-05-01
381172,"default",2012-08-01
381173,"default",2012-06-01
381176,"default",2012-06-01
381177,"default",2012-05-01
381178,"not default",NA
381180,"default",2012-05-01
381182,"default",2012-06-01
381185,"default",2012-06-01
381190,"default",2012-08-01
381191,"default",2012-08-01
381195,"default",2012-06-01
381196,"default",2012-06-01
381197,"default",2012-06-01
381198,"default",2012-08-01
381200,"default",2012-08-01
381202,"default",2012-08-01
381204,"default",2012-09-01
381207,"default",2012-09-01
381209,"default",2012-08-01
381212,"default",2012-08-01
381214,"default",2012-08-01
381215,"default",2012-11-01
381222,"default",2012-05-01
381225,"default",2012-08-01
381234,"default",2012-08-01
381240,"default",2012-05-01
381250,"not default",NA
381253,"default",2012-05-01
381257,"default",2012-08-01
381273,"default",2012-06-01
381275,"default",2012-05-01
381287,"default",2012-08-01
381290,"default",2012-05-01
381291,"default",2012-08-01
381297,"not default",NA
381305,"default",2012-08-01
381307,"default",2012-05-01
381312,"default",2012-06-01
381314,"default",2012-08-01
381320,"default",2012-06-01
381322,"default",2012-06-01
381325,"default",2012-08-01
381327,"default",2013-04-01
381334,"default",2012-08-01
381336,"default",2012-08-01
381337,"default",2012-08-01
381344,"default",2012-08-01
381348,"default",2012-08-01
381352,"default",2012-06-01
381354,"not default",NA
381358,"default",2012-03-01
381359,"default",2012-08-01
381364,"default",2012-06-01
381366,"default",2012-08-01
381370,"default",2012-08-01
381373,"default",2012-08-01
381374,"default",2012-03-01
381379,"default",2012-06-01
381382,"default",2012-07-01
381388,"default",2012-08-01
381389,"default",2012-08-01
381399,"default",2012-05-01
381401,"default",2012-08-01
381404,"default",2012-09-01
381412,"default",2012-08-01
381413,"default",2012-06-01
381420,"default",2012-08-01
381426,"default",2012-08-01
381441,"default",2012-08-01
381448,"not default",NA
381449,"default",2012-07-01
381452,"default",2012-08-01
381464,"default",2012-08-01
381466,"default",2012-05-01
381469,"default",2012-07-01
381471,"default",2012-07-01
381472,"default",2012-08-01
381473,"default",2012-08-01
381476,"not default",NA
381478,"default",2012-08-01
381482,"default",2012-08-01
381485,"default",2012-08-01
381489,"default",2012-08-01
381490,"default",2012-07-01
381495,"default",2012-09-01
381496,"default",2012-08-01
381498,"default",2012-10-01
381507,"default",2012-08-01
381509,"default",2012-09-01
381511,"default",2012-08-01
381516,"default",2012-08-01
381522,"default",2012-08-01
381529,"default",2012-05-01
381530,"default",2012-07-01
381531,"default",2012-09-01
381536,"default",2012-08-01
381538,"default",2012-08-01
381540,"default",2012-08-01
381541,"default",2012-08-01
381544,"default",2012-08-01
381547,"default",2012-05-01
381548,"default",2012-08-01
381549,"default",2012-10-01
381570,"default",2012-08-01
381573,"default",2012-06-01
381574,"default",2012-05-01
381575,"default",2012-08-01
381584,"default",2012-08-01
381586,"default",2012-06-01
381587,"default",2012-09-01
381594,"default",2012-06-01
381595,"default",2012-08-01
381596,"default",2012-05-01
381597,"default",2012-06-01
381598,"default",2012-06-01
381600,"default",2012-08-01
381601,"not default",NA
381604,"default",2012-08-01
381616,"default",2012-05-01
381617,"not default",NA
381622,"default",2012-08-01
381627,"default",2012-08-01
381636,"not default",NA
381642,"default",2012-06-01
381643,"not default",NA
381644,"default",2012-08-01
381646,"default",2012-08-01
381649,"default",2012-07-01
381654,"default",2012-08-01
381657,"default",2012-08-01
381666,"not default",NA
381667,"default",2012-07-01
381668,"default",2012-08-01
381670,"default",2012-08-01
381673,"default",2012-08-01
381677,"default",2012-06-01
381683,"default",2012-06-01
381684,"default",2012-08-01
381685,"default",2012-08-01
381686,"default",2012-05-01
381688,"default",2012-08-01
381692,"not default",NA
381693,"default",2012-08-01
381698,"default",2012-08-01
381699,"default",2012-05-01
381700,"default",2012-05-01
381707,"default",2012-08-01
381711,"default",2012-08-01
381712,"default",2012-08-01
381715,"default",2012-06-01
381717,"default",2012-08-01
381724,"default",2012-08-01
381733,"default",2012-06-01
381740,"default",2012-06-01
381743,"default",2012-08-01
381744,"default",2012-08-01
381746,"default",2012-06-01
381752,"default",2012-05-01
381753,"default",2012-05-01
381754,"default",2012-07-01
381762,"default",2012-08-01
381764,"default",2012-06-01
381769,"default",2012-08-01
381772,"default",2012-06-01
381773,"default",2012-08-01
381779,"not default",NA
381782,"default",2012-06-01
381783,"default",2012-08-01
381788,"default",2012-08-01
381792,"default",2012-08-01
381795,"default",2012-08-01
381797,"default",2012-08-01
381798,"default",2012-08-01
381799,"default",2012-05-01
381800,"default",2012-05-01
381803,"default",2012-06-01
381807,"default",2012-05-01
381808,"default",2012-05-01
381825,"default",2012-05-01
381832,"default",2012-06-01
381837,"default",2012-09-01
381845,"default",2012-06-01
381850,"default",2012-08-01
381856,"default",2012-09-01
381861,"default",2012-06-01
381862,"default",2012-06-01
381865,"default",2012-10-01
381868,"default",2012-08-01
381877,"not default",NA
381879,"default",2012-06-01
381881,"default",2012-08-01
381882,"not default",NA
381885,"default",2012-08-01
381886,"default",2013-03-01
381887,"default",2012-09-01
381890,"default",2012-06-01
381895,"default",2012-08-01
381896,"not default",NA
381898,"default",2012-08-01
381899,"default",2012-09-01
381900,"default",2012-06-01
381903,"default",2012-06-01
381904,"default",2012-05-01
381905,"default",2012-10-01
381908,"default",2012-06-01
381911,"default",2012-08-01
381912,"default",2012-06-01
381913,"default",2012-05-01
381918,"default",2012-08-01
381919,"default",2012-05-01
381923,"default",2012-05-01
381947,"default",2012-08-01
381951,"default",2013-03-01
381954,"default",2012-08-01
381960,"default",2012-08-01
381962,"default",2012-08-01
381965,"default",2012-08-01
381966,"not default",NA
381976,"default",2012-04-01
381980,"not default",NA
381989,"default",2012-05-01
381990,"default",2012-08-01
381994,"default",2012-08-01
381998,"default",2012-06-01
382001,"default",2012-08-01
382002,"default",2012-08-01
382004,"default",2012-08-01
382005,"default",2012-09-01
382010,"default",2012-09-01
382013,"not default",NA
382015,"default",2012-07-01
382016,"default",2012-08-01
382020,"default",2012-05-01
382023,"default",2012-08-01
382024,"default",2012-09-01
382027,"not default",NA
382037,"default",2012-06-01
382046,"not default",NA
382047,"default",2012-08-01
382052,"not default",NA
382053,"default",2012-08-01
382059,"default",2012-08-01
382060,"default",2012-05-01
382065,"default",2012-08-01
382070,"default",2012-05-01
382071,"default",2012-08-01
382073,"default",2012-08-01
382074,"not default",NA
382077,"default",2012-08-01
382082,"default",2012-08-01
382086,"not default",NA
382088,"not default",NA
382093,"not default",NA
382094,"default",2012-09-01
382097,"default",2012-05-01
382098,"default",2012-09-01
382099,"not default",NA
382101,"not default",NA
382102,"not default",NA
382105,"default",2012-08-01
382121,"default",2012-08-01
382131,"default",2012-08-01
382145,"not default",NA
382146,"default",2012-08-01
382153,"not default",NA
382162,"default",2012-08-01
382163,"default",2012-08-01
382164,"default",2013-02-01
382166,"default",2012-05-01
382167,"default",2012-04-01
382171,"default",2012-07-01
382172,"default",2012-08-01
382186,"default",2012-08-01
382187,"default",2012-05-01
382188,"default",2012-08-01
382189,"default",2012-08-01
382190,"default",2012-07-01
382192,"default",2012-05-01
382194,"default",2012-05-01
382195,"default",2012-08-01
382197,"default",2012-08-01
382208,"default",2012-08-01
382210,"not default",NA
382211,"not default",NA
382216,"not default",NA
382226,"default",2012-09-01
382230,"default",2012-08-01
382235,"default",2012-08-01
382236,"default",2012-08-01
382241,"default",2012-05-01
382242,"default",2012-08-01
382243,"default",2012-06-01
382244,"default",2012-08-01
382252,"not default",NA
382254,"not default",NA
382255,"default",2012-08-01
382258,"default",2012-08-01
382269,"default",2012-08-01
382270,"default",2012-08-01
382278,"default",2012-05-01
382279,"default",2012-08-01
382280,"default",2012-06-01
382281,"default",2012-05-01
382285,"default",2012-05-01
382286,"default",2012-08-01
382289,"default",2012-08-01
382291,"default",2012-08-01
382293,"default",2012-05-01
382295,"default",2012-05-01
382296,"default",2012-06-01
382297,"default",2012-08-01
382298,"default",2012-05-01
382300,"default",2012-05-01
382301,"default",2012-08-01
382302,"default",2012-05-01
382303,"default",2012-05-01
382308,"default",2012-06-01
382309,"default",2012-05-01
382311,"default",2012-05-01
382314,"default",2012-05-01
382315,"default",2012-05-01
382316,"default",2012-05-01
382318,"default",2012-08-01
382319,"default",2012-08-01
382320,"default",2012-05-01
382321,"default",2012-05-01
382324,"default",2012-05-01
382325,"default",2012-05-01
382326,"default",2012-05-01
382328,"default",2012-05-01
382329,"default",2012-05-01
382335,"default",2012-05-01
382337,"default",2012-05-01
382351,"default",2012-05-01
382352,"default",2012-05-01
382357,"default",2012-05-01
382366,"default",2012-05-01
382370,"default",2012-05-01
382371,"default",2012-05-01
382374,"default",2012-05-01
382379,"default",2012-05-01
382382,"default",2012-05-01
382383,"default",2012-04-01
382398,"default",2012-08-01
382407,"default",2012-08-01
382414,"default",2012-05-01
382417,"default",2012-05-01
382424,"default",2012-07-01
382425,"default",2012-06-01
382435,"default",2012-08-01
382440,"default",2012-05-01
382446,"default",2012-05-01
382447,"default",2012-08-01
382450,"default",2012-05-01
382458,"default",2012-08-01
382460,"default",2012-05-01
382464,"default",2012-08-01
382465,"default",2012-06-01
382469,"default",2012-08-01
382475,"default",2012-06-01
382479,"default",2012-08-01
382487,"default",2012-06-01
382492,"default",2012-06-01
382496,"default",2012-08-01
382498,"default",2012-06-01
382504,"default",2012-06-01
382509,"default",2012-05-01
382512,"default",2012-08-01
382514,"default",2012-08-01
382517,"default",2012-08-01
382519,"default",2012-08-01
382520,"default",2012-08-01
382524,"default",2012-05-01
382527,"default",2012-08-01
382528,"default",2012-05-01
382530,"default",2012-05-01
382531,"default",2012-09-01
382532,"default",2012-08-01
382533,"default",2012-07-01
382536,"default",2012-08-01
382537,"default",2012-08-01
382538,"not default",NA
382541,"default",2012-08-01
382544,"default",2012-08-01
382545,"default",2012-08-01
382546,"default",2012-08-01
382548,"default",2012-05-01
382549,"default",2012-08-01
382550,"default",2012-06-01
382553,"default",2012-08-01
382572,"default",2012-06-01
382582,"default",2012-08-01
382584,"default",2012-07-01
382585,"default",2012-08-01
382594,"default",2012-05-01
382603,"default",2012-08-01
382606,"default",2012-05-01
382612,"default",2012-08-01
382613,"default",2012-08-01
382621,"default",2012-05-01
382624,"default",2012-08-01
382626,"default",2012-05-01
382627,"default",2012-08-01
382628,"not default",NA
382630,"default",2012-08-01
382631,"default",2012-08-01
382632,"default",2012-08-01
382635,"default",2012-08-01
382639,"not default",NA
382647,"default",2012-05-01
382651,"default",2012-08-01
382653,"default",2012-05-01
382654,"default",2012-05-01
382659,"default",2012-05-01
382661,"default",2012-08-01
382663,"default",2012-06-01
382664,"default",2012-08-01
382666,"default",2012-06-01
382667,"default",2012-05-01
382670,"default",2012-07-01
382675,"not default",NA
382677,"default",2012-08-01
382679,"default",2012-05-01
382680,"default",2012-06-01
382682,"default",2012-08-01
382683,"default",2012-08-01
382686,"default",2012-08-01
382687,"default",2012-06-01
382688,"default",2012-07-01
382693,"default",2012-08-01
382695,"default",2012-05-01
382697,"default",2012-08-01
382698,"default",2012-06-01
382699,"default",2012-08-01
382700,"default",2012-08-01
382702,"default",2012-08-01
382703,"default",2012-08-01
382707,"default",2012-06-01
382712,"default",2012-05-01
382718,"default",2012-06-01
382719,"default",2012-08-01
382721,"default",2012-06-01
382723,"default",2012-06-01
382724,"default",2012-08-01
382726,"default",2012-06-01
382727,"default",2012-08-01
382730,"default",2012-06-01
382732,"not default",NA
382738,"default",2012-09-01
382742,"default",2012-08-01
382746,"default",2012-05-01
382752,"default",2012-08-01
382755,"default",2012-08-01
382758,"default",2012-05-01
382765,"default",2012-05-01
382766,"default",2012-08-01
382772,"default",2012-06-01
382773,"default",2012-08-01
382775,"default",2012-06-01
382779,"default",2012-06-01
382781,"default",2012-08-01
382788,"default",2012-05-01
382789,"not default",NA
382790,"default",2012-08-01
382791,"default",2012-05-01
382794,"default",2012-06-01
382796,"default",2012-05-01
382811,"default",2012-05-01
382817,"default",2012-08-01
382824,"default",2012-08-01
382828,"default",2012-05-01
382830,"default",2012-08-01
382831,"default",2012-08-01
382836,"default",2012-07-01
382842,"default",2012-08-01
382844,"default",2012-08-01
382848,"default",2012-08-01
382850,"default",2012-04-01
382851,"default",2012-05-01
382857,"default",2012-05-01
382860,"default",2012-08-01
382861,"default",2012-10-01
382867,"default",2012-06-01
382868,"default",2012-08-01
382870,"default",2012-08-01
382871,"default",2012-05-01
382875,"default",2012-05-01
382876,"default",2012-08-01
382877,"default",2012-06-01
382881,"default",2012-08-01
382890,"default",2012-08-01
382895,"default",2012-10-01
382897,"default",2012-06-01
382898,"default",2012-05-01
382901,"default",2012-08-01
382913,"default",2012-07-01
382914,"default",2012-06-01
382915,"default",2012-06-01
382918,"default",2012-06-01
382919,"default",2012-08-01
382926,"default",2012-08-01
382931,"default",2012-08-01
382932,"default",2012-12-01
382934,"default",2012-08-01
382935,"default",2012-08-01
382936,"default",2012-11-01
382937,"default",2012-08-01
382939,"default",2012-08-01
382942,"default",2012-08-01
382944,"default",2012-05-01
382945,"default",2012-08-01
382946,"default",2012-08-01
382947,"not default",NA
382953,"default",2012-06-01
382959,"default",2012-07-01
382964,"not default",NA
382966,"default",2012-08-01
382970,"default",2012-06-01
382971,"default",2013-02-01
382973,"not default",NA
382985,"default",2012-05-01
382992,"default",2012-09-01
382994,"default",2012-05-01
382997,"default",2012-05-01
383000,"default",2012-05-01
383001,"default",2012-08-01
383002,"default",2012-09-01
383003,"default",2012-05-01
383005,"default",2012-09-01
383011,"default",2012-08-01
383013,"default",2012-05-01
383016,"default",2012-08-01
383019,"default",2013-03-01
383023,"default",2012-05-01
383025,"not default",NA
383036,"default",2012-05-01
383041,"default",2012-05-01
383043,"default",2012-05-01
383045,"default",2012-08-01
383046,"default",2012-05-01
383047,"default",2012-05-01
383049,"default",2012-08-01
383050,"default",2012-08-01
383052,"default",2012-05-01
383054,"default",2012-08-01
383059,"default",2012-08-01
383063,"default",2012-08-01
383066,"not default",NA
383067,"default",2012-08-01
383069,"default",2012-08-01
383071,"not default",NA
383073,"default",2012-08-01
383074,"default",2012-05-01
383075,"default",2012-08-01
383076,"default",2012-07-01
383079,"default",2012-05-01
383081,"default",2012-08-01
383084,"default",2012-05-01
383086,"default",2012-05-01
383088,"default",2012-05-01
383089,"default",2012-07-01
383095,"not default",NA
383096,"default",2012-08-01
383105,"default",2012-08-01
383114,"default",2012-06-01
383116,"default",2012-08-01
383121,"default",2012-05-01
383126,"default",2012-05-01
383130,"default",2012-07-01
383132,"default",2012-05-01
383137,"default",2012-08-01
383138,"default",2012-08-01
383141,"default",2012-08-01
383143,"default",2012-06-01
383144,"default",2012-08-01
383148,"default",2012-05-01
383149,"default",2012-05-01
383155,"default",2012-05-01
383157,"default",2012-05-01
383158,"default",2012-07-01
383159,"default",2012-05-01
383160,"default",2012-08-01
383162,"default",2012-08-01
383163,"default",2012-06-01
383165,"default",2012-07-01
383167,"default",2012-08-01
383168,"default",2012-07-01
383169,"default",2012-08-01
383173,"default",2012-07-01
383176,"default",2012-08-01
383180,"default",2012-05-01
383183,"default",2012-05-01
383184,"default",2012-08-01
383186,"default",2012-06-01
383188,"default",2012-06-01
383196,"default",2012-06-01
383201,"default",2012-08-01
383208,"default",2012-08-01
383220,"default",2012-05-01
383221,"default",2012-05-01
383225,"default",2012-05-01
383231,"default",2012-05-01
383235,"default",2012-05-01
383237,"default",2012-05-01
383240,"default",2012-05-01
383242,"default",2012-06-01
383245,"default",2012-05-01
383255,"default",2012-06-01
383260,"default",2012-05-01
383261,"default",2012-06-01
383277,"default",2012-05-01
383279,"default",2012-05-01
383281,"default",2012-05-01
383287,"default",2012-08-01
383288,"default",2012-05-01
383290,"default",2012-08-01
383292,"default",2012-05-01
383298,"default",2012-08-01
383299,"default",2012-06-01
383300,"not default",NA
383302,"default",2012-05-01
383308,"default",2012-08-01
383311,"not default",NA
383314,"default",2012-08-01
383316,"default",2012-08-01
383320,"default",2012-08-01
383321,"default",2012-07-01
383322,"default",2012-06-01
383324,"default",2012-07-01
383331,"default",2012-08-01
383335,"default",2012-07-01
383339,"default",2012-08-01
383349,"default",2013-01-01
383354,"default",2012-08-01
383364,"default",2013-01-01
383370,"default",2012-08-01
383372,"default",2012-08-01
383377,"default",2012-05-01
383378,"default",2012-10-01
383380,"default",2012-05-01
383385,"default",2012-08-01
383387,"default",2012-08-01
383392,"default",2012-06-01
383394,"default",2012-05-01
383401,"default",2012-09-01
383402,"default",2012-06-01
383403,"default",2012-06-01
383410,"default",2012-08-01
383411,"default",2012-06-01
383413,"default",2012-07-01
383415,"default",2012-06-01
383420,"default",2012-08-01
383429,"default",2012-06-01
383431,"default",2012-08-01
383433,"default",2012-09-01
383434,"default",2012-08-01
383438,"default",2012-06-01
383440,"default",2012-06-01
383445,"default",2012-10-01
383447,"default",2012-08-01
383448,"default",2012-09-01
383452,"not default",NA
383453,"default",2012-07-01
383454,"default",2012-06-01
383456,"not default",NA
383466,"not default",NA
383467,"default",2012-08-01
383468,"not default",NA
383470,"default",2012-08-01
383472,"default",2012-08-01
383473,"default",2012-08-01
383475,"default",2012-06-01
383477,"default",2012-06-01
383479,"not default",NA
383480,"default",2012-06-01
383482,"default",2012-06-01
383497,"not default",NA
383504,"default",2012-07-01
383508,"default",2012-07-01
383509,"not default",NA
383510,"default",2012-08-01
383512,"default",2012-09-01
383513,"not default",NA
383518,"not default",NA
383520,"not default",NA
383522,"default",2012-06-01
383531,"default",2012-08-01
383535,"default",2012-06-01
383536,"default",2012-08-01
383550,"default",2012-05-01
383556,"default",2012-08-01
383557,"default",2012-05-01
383560,"default",2012-05-01
383563,"default",2012-05-01
383567,"default",2012-08-01
383568,"default",2012-05-01
383579,"default",2012-08-01
383587,"default",2012-06-01
383602,"not default",NA
383606,"default",2012-08-01
383613,"not default",NA
383616,"not default",NA
383625,"default",2012-08-01
383630,"default",2012-08-01
383632,"default",2012-05-01
383638,"not default",NA
383642,"default",2012-08-01
383653,"not default",NA
383657,"default",2012-08-01
383658,"not default",NA
383664,"default",2012-08-01
383671,"default",2012-05-01
383675,"default",2012-05-01
383679,"default",2012-05-01
383682,"default",2012-05-01
383683,"default",2012-05-01
383687,"default",2012-08-01
383688,"default",2012-06-01
383690,"default",2012-05-01
383692,"default",2012-06-01
383693,"default",2012-08-01
383699,"default",2012-07-01
383704,"default",2012-05-01
383705,"default",2012-08-01
383707,"default",2012-08-01
383708,"default",2012-08-01
383724,"default",2012-08-01
383729,"default",2012-06-01
383730,"default",2012-07-01
383734,"default",2012-08-01
383735,"not default",NA
383736,"default",2012-06-01
383742,"default",2012-06-01
383745,"default",2012-06-01
383753,"default",2012-05-01
383754,"default",2012-05-01
383772,"default",2012-08-01
383777,"default",2012-08-01
383781,"default",2012-08-01
383793,"default",2012-08-01
383797,"default",2012-05-01
383799,"default",2012-08-01
383800,"default",2012-08-01
383803,"default",2012-05-01
383806,"default",2012-05-01
383807,"default",2012-05-01
383811,"not default",NA
383813,"default",2012-08-01
383827,"default",2012-05-01
383850,"default",2012-09-01
383851,"default",2012-05-01
383853,"default",2012-05-01
383854,"default",2012-08-01
383859,"default",2012-10-01
383861,"default",2012-09-01
383862,"default",2012-05-01
383863,"not default",NA
383864,"default",2012-05-01
383866,"default",2012-05-01
383868,"default",2012-08-01
383870,"default",2012-06-01
383871,"default",2012-08-01
383875,"default",2012-07-01
383877,"default",2012-08-01
383878,"default",2012-08-01
383885,"default",2012-08-01
383888,"default",2012-08-01
383890,"default",2012-08-01
383896,"default",2012-08-01
383898,"default",2012-08-01
383905,"default",2012-08-01
383906,"default",2012-08-01
383910,"default",2012-07-01
383912,"default",2012-09-01
383914,"default",2012-11-01
383916,"default",2012-09-01
383922,"default",2012-08-01
383923,"default",2012-09-01
383926,"default",2012-09-01
383928,"default",2012-08-01
383931,"default",2012-09-01
383936,"default",2012-08-01
383937,"default",2012-08-01
383951,"default",2012-08-01
383952,"default",2012-05-01
383961,"default",2012-08-01
383964,"default",2012-08-01
383966,"default",2012-08-01
383971,"default",2012-08-01
383975,"default",2012-08-01
383976,"default",2012-10-01
383982,"default",2012-09-01
383985,"default",2012-10-01
383989,"default",2012-07-01
383992,"default",2012-06-01
383995,"default",2012-05-01
383996,"default",2012-08-01
384005,"default",2012-08-01
384012,"default",2012-05-01
384013,"default",2012-06-01
384016,"default",2012-05-01
384019,"default",2012-08-01
384020,"default",2012-05-01
384023,"default",2012-05-01
384024,"default",2012-05-01
384032,"default",2012-09-01
384033,"default",2012-08-01
384035,"default",2012-07-01
384040,"default",2012-08-01
384043,"default",2012-09-01
384044,"default",2012-06-01
384046,"default",2012-06-01
384048,"default",2012-09-01
384049,"default",2012-06-01
384052,"default",2012-06-01
384060,"default",2012-08-01
384061,"default",2012-09-01
384062,"default",2012-05-01
384067,"default",2012-05-01
384070,"default",2012-06-01
384072,"default",2012-06-01
384079,"default",2012-08-01
384085,"default",2012-08-01
384088,"default",2012-07-01
384093,"default",2012-07-01
384096,"default",2012-08-01
384098,"default",2012-06-01
384101,"default",2012-07-01
384107,"default",2012-08-01
384109,"default",2012-08-01
384113,"default",2012-06-01
384116,"default",2012-07-01
384129,"default",2012-08-01
384132,"default",2012-08-01
384141,"default",2012-06-01
384142,"default",2012-08-01
384143,"default",2012-07-01
384149,"default",2012-07-01
384157,"default",2012-05-01
384161,"default",2012-08-01
384162,"default",2012-05-01
384164,"default",2012-06-01
384170,"default",2012-08-01
384172,"default",2012-08-01
384180,"default",2012-07-01
384181,"default",2012-08-01
384182,"default",2012-06-01
384185,"default",2012-08-01
384187,"default",2012-08-01
384191,"default",2012-08-01
384196,"default",2012-08-01
384199,"default",2012-06-01
384204,"default",2012-08-01
384206,"default",2012-07-01
384208,"default",2012-08-01
384209,"default",2012-08-01
384211,"default",2012-05-01
384212,"default",2012-09-01
384222,"default",2012-05-01
384225,"default",2012-07-01
384226,"default",2012-06-01
384227,"default",2012-06-01
384229,"default",2012-06-01
384232,"default",2012-09-01
384235,"default",2012-08-01
384239,"default",2012-06-01
384241,"default",2012-08-01
384243,"default",2012-07-01
384244,"default",2012-05-01
384247,"default",2012-05-01
384248,"default",2012-06-01
384250,"default",2012-05-01
384252,"default",2012-05-01
384253,"default",2012-08-01
384258,"default",2012-06-01
384261,"default",2012-08-01
384264,"default",2012-08-01
384266,"default",2012-05-01
384267,"default",2012-07-01
384268,"default",2012-06-01
384269,"default",2012-05-01
384272,"default",2012-05-01
384274,"default",2012-08-01
384286,"default",2012-08-01
384290,"default",2012-06-01
384297,"default",2012-08-01
384302,"not default",NA
384313,"default",2012-08-01
384314,"default",2012-05-01
384315,"default",2012-06-01
384320,"not default",NA
384323,"default",2012-05-01
384325,"not default",NA
384327,"default",2012-08-01
384335,"default",2012-08-01
384344,"default",2012-08-01
384347,"default",2012-08-01
384359,"not default",NA
384373,"not default",NA
384374,"default",2012-08-01
384375,"default",2012-08-01
384377,"not default",NA
384383,"not default",NA
384393,"not default",NA
384395,"default",2012-08-01
384400,"default",2012-06-01
384402,"default",2012-08-01
384409,"default",2012-08-01
384410,"default",2012-08-01
384412,"default",2012-08-01
384420,"default",2012-08-01
384423,"not default",NA
384427,"default",2012-08-01
384428,"not default",NA
384435,"default",2012-08-01
384436,"not default",NA
384437,"default",2012-05-01
384438,"default",2012-08-01
384441,"default",2012-08-01
384446,"default",2012-08-01
384447,"default",2012-08-01
384453,"default",2012-06-01
384454,"not default",NA
384457,"default",2012-08-01
384465,"default",2012-05-01
384466,"default",2012-08-01
384469,"default",2012-05-01
384470,"default",2012-05-01
384472,"default",2012-05-01
384479,"not default",NA
384480,"default",2012-06-01
384483,"default",2012-06-01
384486,"default",2012-05-01
384487,"default",2012-06-01
384488,"default",2012-05-01
